model,macro_f1,macro_precision,macro_recall,avg_exact_acc,schema_compliant_pct,mean_required_coverage,hallucination_rate_pct,overall_cer,overall_wer
gemma,0.5188,0.6056,0.5039,0.4287,11.1,58.2,0.29,0.9947,1.0
